run,run_id,job_index,agent_id,cell,model,effort,trial,item,model_verified,model_id,duration_s,input_tokens,output_tokens,cache_read_tokens,cache_create_tokens,tool_uses,started,ended,result_json,prompt_chars,mapping
finder-main,wf_c319bcab-229,198,a5db83ecb7e864e37,opus:high,opus,high,0,s7_ewma,True,claude-opus-4-8,55.6,2,1460,45870,4942,2,2026-07-14T19:17:21.218Z,2026-07-14T19:18:16.864Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/lifecycle/runtime/settlement.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""record_settlement_latency (EWMA else branch)"", ""line"": 101, ""category"": ""invariant-violation"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""sample_nanos + (prev_nanos - sample_nanos) * alpha / 1000"", ""suggested_form"": ""prev_nanos - (prev_nanos - sample_nanos) * alpha / 1000"", ""rationale"": ""The module contract on line 93 documents the EWMA step as `next = prev ± α·|sample − prev|`, so the downward (sample < prev) branch must be `prev − α·(prev − sample)`. The rewritten form computes `sample + α·(prev − sample)`, which equals `(1−α)·sample + α·prev` — it weights the new sample at 0.8 (1−α) instead of α=0.2, the opposite of the intended smoothing and asymmetric with the unchanged `if` branch on line 99 that correctly weights the sample at α. Concrete misbehavior: with a stored EWMA of 1000ns and a fresh 0ns sample (α=200‰), the correct step yields 800ns but the new code yields 200ns, collapsing the average toward the spike instead of nudging it and so under-reporting `ewma_millis` in the slow-settle warn. The suggested form (the pre-diff expression, only variable-renamed) restores the documented invariant and stays in u128 with no signed casts or overflow change.""}], ""lintCandidates"": []}",6227,order-inferred(effort)
finder-main,wf_c319bcab-229,199,a73726dbe41472d36,opus:high,opus,high,0,s8_pan_law,True,claude-opus-4-8,40.6,2,1402,9031,37074,2,2026-07-14T19:17:26.004Z,2026-07-14T19:18:06.608Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/audio/runtime/voice.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",6397,order-inferred(effort)
finder-main,wf_c319bcab-229,200,a55b0198362c8279c,opus:high,opus,high,0,r1_config_cap,True,claude-opus-4-8,23.9,4,1187,54503,39424,2,2026-07-14T19:17:33.186Z,2026-07-14T19:17:57.079Z,"{""file"": ""<WORKTREE>/crates/aether-mcp/src/tools/components.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",5532,order-inferred(effort)
finder-main,wf_c319bcab-229,201,aa177cd4a67a5e901,opus:high,opus,high,0,r2_fuel_order,True,claude-opus-4-8,45.7,4,2802,53924,45993,2,2026-07-14T19:17:40.700Z,2026-07-14T19:18:26.428Z,"{""file"": ""<WORKTREE>/crates/aether-behavior/src/host/slot.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",4020,order-inferred(effort)
finder-main,wf_c319bcab-229,202,a413e5164c7a03dcd,opus:high,opus,high,0,t1_mirror,True,claude-opus-4-8,25.9,4,1379,54481,38258,2,2026-07-14T19:17:44.895Z,2026-07-14T19:18:10.759Z,"{""file"": ""<WORKTREE>/crates/aether-kinds/src/transforms.rs"", ""lens"": ""Test integrity"", ""findings"": [{""symbol"": ""fn mat4_apply_kind_name_is_stable (tests mod)"", ""line"": 69, ""category"": ""mirror-derived-constant"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""remove"", ""current_form"": ""#[test] fn mat4_apply_kind_name_is_stable() { assert_eq!(Mat4Apply::NAME, \""aether.math.mat4_apply\""); }"", ""suggested_form"": ""(delete the test)"", ""rationale"": ""Mat4Apply::NAME is emitted verbatim from the #[kind(name = \""aether.math.mat4_apply\"")] attribute on the type — the assertion compares that literal against a hand-copy of the same literal, so there is no independent truth for it to catch. A rename edits the attribute and would drift this string only because someone edited both; the test cannot fail for any bug this crate owns (it re-tests the Kind derive, which the crate does not own). The doc comment about wire routing / describe_transforms describes downstream consumers but the test exercises none of them — it never encodes params, resolves a route, or calls describe_transforms. Deleting removes junk with zero loss of regression coverage; the sibling scale_then_translate test already pins the owned arithmetic. This is precisely the derived-constant mirror the policy calls out as JUNK even with a confident justifying comment.""}], ""lintCandidates"": []}",4924,order-inferred(effort)
finder-main,wf_c319bcab-229,203,a3c4709309370864c,opus:high,opus,high,0,c1_clean,True,claude-opus-4-8,8.0,2,540,9031,37281,1,2026-07-14T19:17:58.831Z,2026-07-14T19:18:06.816Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/http/client/runtime.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",7385,order-inferred(effort)
finder-main,wf_c319bcab-229,204,a76782a37ec8eb00d,opus:high,opus,high,0,t2_roundtrip,True,claude-opus-4-8,33.4,6,2000,103992,41793,3,2026-07-14T19:18:02.453Z,2026-07-14T19:18:35.839Z,"{""file"": ""<WORKTREE>/crates/aether-kinds/src/text_metrics.rs"", ""lens"": ""Test integrity"", ""findings"": [{""symbol"": ""font_metrics_survives_a_wire_roundtrip (cached_font_metrics_tests)"", ""line"": 134, ""category"": ""derive-only-roundtrip"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""remove"", ""current_form"": ""#[test] fn font_metrics_survives_a_wire_roundtrip()"", ""suggested_form"": ""(delete the test)"", ""rationale"": ""FontMetrics is a plain #[derive(Schema, Serialize, Deserialize, ...)] struct (lib.rs:1078) with no aether-kinds-owned encode/decode. The test does wire::to_vec then wire::from_bytes and field-asserts equality: a symmetric roundtrip over derive-emitted codecs, so it can only fail if aether-data/aether-codec's wire machinery or the Schema derive is broken — both owned by other crates and tested there. The decisive question 'what logic owned by THIS crate does it exercise?' answers 'none'. The doc comment's claim that it catches a broken 'wire shape' at the unit level is ceremony: any real break is in the codec/derive, and a field change moves encode and decode together so the roundtrip still passes. Removing it loses no coverage of aether-kinds logic; the scale_units/CachedFontMetrics tests around it are the genuine owned-logic tests.""}], ""lintCandidates"": []}",5241,order-inferred(effort)
finder-main,wf_c319bcab-229,205,a4effe6696909a55f,opus:high,opus,high,0,c2_clean,True,claude-opus-4-8,9.9,2,630,9031,36746,1,2026-07-14T19:18:06.196Z,2026-07-14T19:18:16.096Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/component/runtime/mod.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",6332,order-inferred(effort)
finder-main,wf_c319bcab-229,206,a71648a19d372f8f3,opus:high,opus,high,0,c3_clean,True,claude-opus-4-8,8.1,0,0,0,0,1,2026-07-14T19:18:08.096Z,2026-07-14T19:18:16.196Z,"{""file"": ""<WORKTREE>/crates/aether-codec/src/encode.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",6224,order-inferred(effort)
finder-main,wf_c319bcab-229,207,a6cef4bef797aa881,opus:high,opus,high,0,c4_tripwire,True,claude-opus-4-8,22.0,2,465,9031,36277,2,2026-07-14T19:18:09.110Z,2026-07-14T19:18:31.068Z,"{""file"": ""<WORKTREE>/crates/aether-data/src/hash.rs"", ""lens"": ""Test integrity"", ""findings"": [], ""lintCandidates"": []}",4748,order-inferred(effort)
finder-main,wf_c319bcab-229,208,a443a28f19207d655,fable:medium,fable,medium,0,s1_swallowed_error,True,claude-fable-5,32.6,4,1720,46393,52621,2,2026-07-14T19:18:14.933Z,2026-07-14T19:18:47.570Z,"{""file"": ""crates/aether-capabilities/src/audio/runtime/handlers.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""AudioCapabilityState::handle_schedule — push result discarded before Ok reply"", ""line"": 137, ""category"": ""SWALLOWED ERROR"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""let _ = sender.push(ev);\nScheduleResult::Ok { accepted }"", ""suggested_form"": ""if sender.push(ev).is_err() {\n    return ScheduleResult::Err { error: \""audio event queue full — schedule dropped\"".to_owned() };\n}\nScheduleResult::Ok { accepted }"", ""rationale"": ""The diff deletes the queue-full Err branch, so when the realtime event queue is at capacity the entire schedule batch is silently dropped yet the caller is told Ok { accepted: N } — a fabricated success with no reply-side or log-side trace (the fire-and-forget handlers at least warn). Restoring the Err return keeps the reply kind's own contract: ScheduleResult has an Err variant precisely so the sender can distinguish 'queued' from 'dropped', and every other reply-bearing handler in this file reports pipeline failure through Err.""}], ""lintCandidates"": []}",7508,exact
finder-main,wf_c319bcab-229,209,a6aa08e882db73380,fable:medium,fable,medium,0,s2_unwrap,True,claude-fable-5,23.5,4,1117,45450,53476,2,2026-07-14T19:18:15.848Z,2026-07-14T19:18:39.317Z,"{""file"": ""<WORKTREE>/crates/aether-codec/src/frame.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""read_frame — prefix read `r.read_exact(&mut prefix_buf).unwrap()`"", ""line"": 168, ""category"": ""SWALLOWED ERROR"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""r.read_exact(&mut prefix_buf).unwrap();"", ""suggested_form"": ""r.read_exact(&mut prefix_buf)?;"", ""rationale"": ""The prefix read is runtime-fallible on every real stream: a peer disconnect, a half-closed TCP socket, or plain EOF between frames makes read_exact return Err(UnexpectedEof), and the .unwrap() panics the reading process instead of returning FrameError::Io as the signature and From<io::Error> impl promise. The body read three lines down still uses `?`, so the function already commits to the Err path for I/O; the pre-diff code used `?` here too. Concrete misbehaving input: call read_frame on a stream the peer has closed (zero bytes available) — panic instead of Err(FrameError::Io(UnexpectedEof)).""}], ""lintCandidates"": [{""symbol"": ""read_frame prefix .unwrap()"", ""note"": ""clippy::unwrap_used would catch this mechanically if enabled crate-wide; currently it is not, so the finding stands as a judgment fix rather than a lint route.""}]}",5239,exact
finder-main,wf_c319bcab-229,210,acebef3141b3cb215,fable:medium,fable,medium,0,s4_silent_noop,True,claude-fable-5,34.3,4,2068,45540,55652,2,2026-07-14T19:18:17.445Z,2026-07-14T19:18:51.792Z,"{""file"": ""crates/aether-capabilities/src/trace/walk.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""TreeWalk::absorb — the visited-recipient continue"", ""line"": 89, ""category"": ""SILENT INCOMPLETENESS"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""if let TraceEvent::Sent { recipient, .. } = entry.event {\n    if self.visited.contains(&recipient) {\n        continue;\n    }\n    self.frontier.push_back(recipient);\n}\nself.collected.push(entry);"", ""suggested_form"": ""if let TraceEvent::Sent { recipient, .. } = entry.event {\n    if !self.visited.contains(&recipient) {\n        self.frontier.push_back(recipient);\n    }\n}\nself.collected.push(entry);"", ""rationale"": ""The refactor changed behavior, not just shape. In the old let-chain form, the visited check gated only the frontier push; the Sent entry was still pushed to `collected` unconditionally. The new `continue` skips `self.collected.push(entry)` for any Sent whose recipient is already visited. Concrete misbehaving path: a back-edge in the mail tree — e.g. a grandchild replies to the already-visited observer mailbox. When the grandchild's ring is absorbed, that Sent's recipient is in `visited`, so the entry is dropped from `collected`; `fold_nodes_with` then drops the whole node (a node with no Sent is filtered out, line 212), and the reply mail silently vanishes from the stitched DescribeTreeResult (its Received/Finished from the observer's ring become an orphan and are also discarded). Neither existing test covers a send-to-visited-mailbox topology, so this passes the suite. The suggested form keeps the frontier dedup while restoring unconditional collection, matching the doc contract 'Each in-tree Sent enqueues its recipient' — enqueue is the only thing the visited check should suppress.""}], ""lintCandidates"": []}",5589,exact
finder-main,wf_c319bcab-229,211,a37c95997eb58ed57,fable:medium,fable,medium,0,s3_off_by_one,True,claude-fable-5,40.0,4,2499,45484,52350,2,2026-07-14T19:18:17.496Z,2026-07-14T19:18:57.467Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/text/runtime/atlas.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""Atlas::pack — shelf_height update"", ""line"": 211, ""category"": ""invariant-violation"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""self.shelf_height = self.shelf_height.max(height);"", ""suggested_form"": ""self.shelf_height = self.shelf_height.max(padded_height);"", ""rationale"": ""The GLYPH_PADDING doc (line 26-28) states the invariant: one transparent-pixel gutter between packed glyphs so bilinear sampling at a quad edge never bleeds a neighbor's coverage in. Horizontal padding is still applied via padded_width, but tracking the shelf's height with the unpadded glyph height erases the vertical gutter: when the row wraps, pack advances shelf_y by shelf_height (line 202), so the next shelf's top row lands directly against the previous shelf's tallest glyph's bottom row. Concrete path: place a 6-tall glyph at (0,0), fill the shelf so it wraps; the next shelf starts at y=6 (previously y=7) and a glyph placed at (0,6) is vertically adjacent with zero gutter — sampling the first glyph's quad at its v1 edge bilinearly blends the second glyph's coverage in, the exact artifact the padding exists to prevent. No existing test pins the gutter (new_shelf_starts_when_the_row_fills only asserts entry.y > first.y), so the regression is silent. Reverting to padded_height restores the stated invariant; the height-only form saves one pixel of atlas per shelf at the cost of the contract.""}], ""lintCandidates"": []}",5423,exact
finder-main,wf_c319bcab-229,212,afd56fc7e839c1cf9,fable:medium,fable,medium,0,s5_bounds_order,True,claude-fable-5,51.5,2,2793,45410,19500,2,2026-07-14T19:18:18.806Z,2026-07-14T19:19:10.324Z,"{""file"": ""crates/aether-codec/src/decode.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""decode_wire_value — SchemaType::Vec arm pre-allocation clamp"", ""line"": 334, ""category"": ""MISSING BOUNDS CAP"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""let mut arr = Vec::with_capacity(len.min(cur.bytes.len()));"", ""suggested_form"": ""let mut arr = Vec::with_capacity(len.min(cur.remaining()));"", ""rationale"": ""The clamp exists (issue #1586) to bound the pre-allocation by the bytes that could still justify elements — the comment directly above still says \""Clamp the pre-allocation against the bytes that remain\"" and reasons from `remaining`, and the Map arm at line 378 (\""Same clamp as the Vec arm\"") still uses cur.remaining(). Clamping to cur.bytes.len() (total input, ignoring pos) re-opens the amplification the fix closed: with schema Struct { blob: Bytes, tail: Vec<u32> } and a frame near AETHER_MAX_FRAME_SIZE, the Bytes field consumes almost the whole input, then a tail length prefix of u32::MAX with ~0 bytes remaining pre-allocates min(u32::MAX, ~64Mi) Values (~2 GiB at 32 bytes/Value) before the first element read errors Truncated — the old code allocated ~0. The value budget cannot help because with_capacity runs before any charge_value on elements. remaining() is strictly tighter, equal only when the Vec starts at pos 0, and restores comment/code and Vec/Map symmetry.""}], ""lintCandidates"": []}",5093,exact
finder-main,wf_c319bcab-229,213,a8bca59c671907950,fable:medium,fable,medium,0,s6_leak,True,claude-fable-5,33.5,4,1926,54814,40966,2,2026-07-14T19:18:24.730Z,2026-07-14T19:18:58.265Z,"{""file"": ""crates/aether-capabilities/src/render/runtime/texture.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""StagedTexture::apply_subrect — hoisted `self.dirty = true;` above the validation checks"", ""line"": 41, ""category"": ""INVARIANT VIOLATION"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""self.dirty = true; is set before the rect-in-bounds / pixel-length checks, so a rejected call (returns false, staged pixels untouched) still marks the texture dirty"", ""suggested_form"": ""Move `self.dirty = true;` back to after the copy loop (its pre-diff position, just before `true`), so dirty is set only when the staged pixels actually change"", ""rationale"": ""The struct's own contract (lines 18-20) defines `dirty` as 'staging that the GPU copy hasn't caught up to yet', and the method doc pairs dirtying with a successful overwrite ('overwrite ... and dirty the texture', while the failure sentence promises 'without touching the staged pixels'). Concrete misbehaving path: an out-of-bounds `update_texture` (e.g. `apply_subrect(1, 0, 2, 1, ...)` on a 2x2 texture) on an already-realized, clean texture returns false and copies nothing, yet leaves `dirty = true`, so the next `ensure_realized` at record time performs a spurious `upload_texture_full` of unchanged pixels — a per-frame GPU re-upload triggered purely by a dropped, logged-invalid request. It is also internally inconsistent: the zero-dimension failure (the `expected_pixel_bytes` early return at line 38-40) does NOT set dirty, so which failure mode dirties depends on which check fires. The doc rewording from 'without touching the buffer' to 'without touching the staged pixels' narrows the promise to accommodate the moved flag rather than fixing it; restoring the post-copy position makes every failure path leave the struct exactly as it was, matching both docs and the existing tests' 'leaves the buffer untouched' comment. Note tests at lines 165-169 assert only the `false` return after a successful apply already set dirty, so they cannot catch this.""}], ""lintCandidates"": []}",6197,exact
finder-main,wf_c319bcab-229,214,a29fe82551ee233de,fable:medium,fable,medium,0,s7_ewma,True,claude-fable-5,28.5,4,1746,54877,42471,2,2026-07-14T19:18:30.061Z,2026-07-14T19:18:58.531Z,"{""file"": ""crates/aether-capabilities/src/lifecycle/runtime/settlement.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""LifecycleCapabilityState::record_settlement_latency — EWMA down-branch"", ""line"": 101, ""category"": ""invariant-violation"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""sample_nanos + (prev_nanos - sample_nanos) * alpha / 1000"", ""suggested_form"": ""prev_nanos - (prev_nanos - sample_nanos) * alpha / 1000"", ""rationale"": ""The comment two lines up states the contract: next = prev ± α·|sample − prev| with α = 0.2. The changed down-branch computes sample + α·(prev − sample), which algebraically equals prev − (1−α)·(prev − sample) — an effective smoothing factor of 0.8 on decreasing samples, versus 0.2 on increasing ones. Concrete misbehaving input: prev = 20 ms, sample = 10 ms → contract (and the pre-diff code) yields 18 ms; the new code yields 12 ms. One fast settle now collapses the EWMA by 80%, so after a burst of slow settles a single quick one erases most of the degradation signal, and the `ewma_millis` field on the slow-settle warn understates a still-degrading pipeline. The existing unit test only exercises the up-branch (10 ms → 20 ms), so this asymmetry survives cargo test. The suggested form restores the prev-anchored subtraction while keeping the all-u128 no-signed-cast property the surrounding comment promises (prev_nanos ≥ sample_nanos in this branch, and the α/1000 scaling keeps the subtrahend ≤ prev_nanos, so no underflow).""}], ""lintCandidates"": []}",6227,exact
finder-main,wf_c319bcab-229,215,a16ca62760d9b8cf8,fable:medium,fable,medium,0,s8_pan_law,True,claude-fable-5,41.8,2,2310,46093,12137,2,2026-07-14T19:18:33.081Z,2026-07-14T19:19:14.855Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/audio/runtime/voice.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""pan_law — pan_norm divisor change (fn pan_law, line 589)"", ""line"": 589, ""category"": ""invariant-violation"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""let pan_norm = (f32::from(pan) / 128.0).clamp(-1.0, 1.0);"", ""suggested_form"": ""let pan_norm = (f32::from(pan) / 127.0).clamp(-1.0, 1.0);"", ""rationale"": ""The function's own doc (and ADR-0127) states `127` is hard right, but with /128.0 the input pan=127 yields pan_norm = 0.9921875, theta = 1.9922*PI/4, gain_l = cos(theta) ~= 0.0061 — a residual left-channel bleed at documented hard right, so gain_l never reaches 0.0. The prior /127.0 form hits both edges exactly: +127 -> +1.0 directly, and -128/127 = -1.0079 is caught by the clamp (which is what the deleted doc sentence explained). With /128.0 no input leaves [-1.0, 1.0], so the clamp is dead code and the reworded doc claim 'clamped at the edges' describes nothing the code does. If the /128 symmetry was the deliberate goal, the contract must change instead (hard right becomes unreachable and the doc must say so); as written, code and contract disagree at a concrete input.""}], ""lintCandidates"": []}",6397,exact
finder-main,wf_c319bcab-229,216,addd9837a5243845b,fable:medium,fable,medium,0,r2_fuel_order,True,claude-fable-5,150.9,18,5406,463951,52566,11,2026-07-14T19:18:40.484Z,2026-07-14T19:21:11.409Z,"{""file"": ""crates/aether-behavior/src/host/slot.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""ScriptSlot::offer_state — write_guest before set_fuel"", ""line"": 201, ""category"": ""invariant-violation"", ""severity"": ""high"", ""confidence"": ""high"", ""recommendation"": ""fix"", ""current_form"": ""let Some((ptr, len)) = self.write_guest(blob) else { return; };\nlet _ = self.store.set_fuel(self.fuel_per_call);\nlet _ = load.call(&mut self.store, (ptr, len));"", ""suggested_form"": ""if self.store.set_fuel(self.fuel_per_call).is_err() { return; }\nlet Some((ptr, len)) = self.write_guest(blob) else { return; };\nlet _ = load.call(&mut self.store, (ptr, len));"", ""rationale"": ""write_guest executes the guest `alloc` export, which needs fuel: wasmi's Fuel::new initializes remaining fuel to 0 (verified in wasmi_core-1.1.0/src/fuel.rs:233), and the only production caller reaches offer_state from instantiate() on a freshly-built Store (actor.rs:352 passes prior_state on the script-swap path). Concrete misbehaving path: instantiate(engine, script_with_state_load, Some(blob), ...) — alloc traps OutOfFuel with 0 fuel, write_guest returns None, and the migration blob is silently dropped on every swap, so state_load never runs and cross-swap state migration is dead code. filter_inner (line 233) and save_state (line 177) both set fuel before touching the guest; offer_state inverted the established order. Reordering set_fuel first restores the precondition every other guest call in this file establishes.""}, {""symbol"": ""ScriptSlot::offer_state — silent fail-open paths"", ""line"": 204, ""category"": ""swallowed-error"", ""severity"": ""low"", ""confidence"": ""medium"", ""recommendation"": ""fix"", ""current_form"": ""let Some((ptr, len)) = self.write_guest(blob) else { return; };\nlet _ = self.store.set_fuel(self.fuel_per_call);\nlet _ = load.call(&mut self.store, (ptr, len));"", ""suggested_form"": ""each fail-open exit logs a tracing::warn!(target: \""aether_behavior\"", \""state_load ...; dropping migration state blob (fail-open)\"") mirroring save_state's three warn sites"", ""rationale"": ""Fail-open is the documented contract, but the mirror function save_state (lines 177-190) warns on every drop path while offer_state drops the blob with zero signal. Concrete path: a state_load export that traps on a stale/incompatible blob loses the actor's migrated state and the operator has nothing in the actor log ring to correlate the reset against — the doc comment even claims it 'mirrors state_load_serde', yet the observable behavior (silence vs. logged warn in the sibling) does not. A warn per drop path is strictly more informative at no behavioral cost.""}], ""lintCandidates"": []}",4020,exact
finder-main,wf_c319bcab-229,217,a4eb9dc87f06e1991,fable:medium,fable,medium,0,r1_config_cap,True,claude-fable-5,44.8,4,2555,54479,46195,2,2026-07-14T19:18:41.841Z,2026-07-14T19:19:26.685Z,"{""file"": ""<WORKTREE>/crates/aether-mcp/src/tools/components.rs"", ""lens"": ""Correctness"", ""findings"": [{""symbol"": ""component_config_bytes — fs::read(path) in the (None, Some(path)) arm"", ""line"": 86, ""category"": ""missing-bounds-cap"", ""severity"": ""medium"", ""confidence"": ""medium"", ""recommendation"": ""fix"", ""current_form"": ""let bytes = fs::read(path).await.map_err(|e| McpError::invalid_params(format!(\""{context}: reading config_path {path:?}: {e}\""), None))?;"", ""suggested_form"": ""Check the file size before reading, mirroring the `$file` embed contract: `let len = fs::metadata(path).await.map_err(...)?.len(); if len > max_frame_size() as u64 { return Err(McpError::invalid_params(format!(\""{context}: config_path {path:?} is {len} bytes, over the frame cap {}\"", max_frame_size()), None)); }` then `fs::read`."", ""rationale"": ""The function already treats max_frame_size() as the bound for caller-supplied bytes — it passes it to resolve_bytes_params so a `{\""$file\"": …}` embed nested in the config JSON is size-capped before reading — but the outer config_path read has no cap at all. A caller pointing config_path at a multi-gigabyte file makes aether-mcp allocate the whole file into memory before serde_json::from_slice fails; the eventual frame-size rejection on the encoded LoadComponent happens only after the unbounded allocation. A metadata length pre-check makes the two file-reading paths consistent, turns the pathological input into a bounded, well-named tool error, and changes nothing for any valid config (a valid config must fit in a frame anyway).""}], ""lintCandidates"": []}",5532,exact
finder-main,wf_c319bcab-229,218,a28702464d5480a0d,fable:medium,fable,medium,0,t1_mirror,True,claude-fable-5,24.6,2,1063,45438,1611,2,2026-07-14T19:18:48.981Z,2026-07-14T19:19:13.558Z,"{""file"": ""crates/aether-kinds/src/transforms.rs"", ""lens"": ""Test integrity"", ""findings"": [{""symbol"": ""mat4_apply_kind_name_is_stable (fn, tests module)"", ""line"": 69, ""category"": ""mirror"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""remove"", ""current_form"": ""#[test] fn mat4_apply_kind_name_is_stable() { assert_eq!(Mat4Apply::NAME, \""aether.math.mat4_apply\""); }"", ""suggested_form"": ""Delete the test (and the now-unneeded `use aether_data::Kind;` import). If rename protection is genuinely wanted, the coverage lives where the wire contract does: an integration test that resolves the name through describe_transforms / the registry, or a computed-value tripwire (the derived KindId number), not the NAME const."", ""rationale"": ""This is the derived-constant mirror shape the policy names verbatim: Mat4Apply::NAME IS the #[kind(name = \""aether.math.mat4_apply\"")] literal the derive copies out — there is no independent truth, so the only edit that fails this test is the same edit that updates the literal, and the fixer will update both in one motion. The doc comment argues rename-tripwire intent, but the policy is explicit that a name pinned against its own #[kind(name)] literal is a mirror regardless of the comment; the routing-miss failure mode it fears is a cross-surface contract that this in-crate restatement cannot observe. Removing it loses zero bug-catching power and drops a test that must be edited on every legitimate rename.""}], ""lintCandidates"": [{""symbol"": ""tests::use aether_data::Kind"", ""note"": ""Import exists only to serve the mirror test; becomes an unused-import warning if the test is removed — delete together.""}]}",4924,exact
finder-main,wf_c319bcab-229,219,a349461e21ce87a7f,fable:medium,fable,medium,0,t2_roundtrip,True,claude-fable-5,50.8,8,2401,154215,42686,4,2026-07-14T19:18:56.517Z,2026-07-14T19:19:47.359Z,"{""file"": ""crates/aether-kinds/src/text_metrics.rs"", ""lens"": ""Test integrity"", ""findings"": [{""symbol"": ""font_metrics_survives_a_wire_roundtrip (cached_font_metrics_tests)"", ""line"": 134, ""category"": ""derive-only-roundtrip"", ""severity"": ""medium"", ""confidence"": ""high"", ""recommendation"": ""remove"", ""current_form"": ""#[test] fn font_metrics_survives_a_wire_roundtrip() — encodes monospace_metrics() via aether_data::wire::to_vec, decodes via from_bytes, asserts all six fields equal the original"", ""suggested_form"": ""Delete the test (and its doc comment). If wire-shape drift for FontMetrics is worth pinning, a genuine tripwire would pin the COMPUTED encoded bytes (golden bytes) with a // Tripwire: comment — but that pin belongs to the codec's owner (aether-data), not here."", ""rationale"": ""FontMetrics is a plain #[derive(aether_data::Schema, Serialize, Deserialize, ...)] struct (lib.rs:1078) with zero hand-written codec logic in aether-kinds, so the roundtrip runs only machinery aether-data owns — the Schema derive and the wire encoder/decoder. A symmetric decode(encode(x))==x over plain derives can only fail if that other crate's macro/codec is broken, which its own tests cover. The doc comment's stated goal — catching a wire-shape break 'at the unit level' — is not achieved: encode and decode are generated from the same struct, so any shape change stays symmetric and passes this test while still garbling a cross-version guest; removal therefore loses no bug-catching power.""}], ""lintCandidates"": []}",5241,exact
finder-main,wf_c319bcab-229,220,a9161d5b870c630ad,fable:medium,fable,medium,0,c1_clean,True,claude-fable-5,18.6,2,622,46300,9587,2,2026-07-14T19:18:58.970Z,2026-07-14T19:19:17.560Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/http/client/runtime.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",7385,exact
finder-main,wf_c319bcab-229,221,aa02b359dd82f2de2,fable:medium,fable,medium,0,c3_clean,True,claude-fable-5,19.0,4,700,54863,39810,2,2026-07-14T19:18:59.975Z,2026-07-14T19:19:18.978Z,"{""file"": ""crates/aether-codec/src/encode.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",6224,exact
finder-main,wf_c319bcab-229,222,ad483f7d5f8303dda,fable:medium,fable,medium,0,c2_clean,True,claude-fable-5,26.2,6,906,103692,41771,3,2026-07-14T19:19:03.341Z,2026-07-14T19:19:29.574Z,"{""file"": ""<WORKTREE>/crates/aether-capabilities/src/component/runtime/mod.rs"", ""lens"": ""Correctness"", ""findings"": [], ""lintCandidates"": []}",6332,exact
finder-main,wf_c319bcab-229,223,aa53cb2201a0b3dfa,fable:medium,fable,medium,0,c4_tripwire,True,claude-fable-5,57.3,8,1872,216254,12531,6,2026-07-14T19:19:12.777Z,2026-07-14T19:20:10.104Z,"{""file"": ""crates/aether-data/src/hash.rs"", ""lens"": ""Test integrity"", ""findings"": [], ""lintCandidates"": []}",4748,exact
